MGE_subtype,ARG,species,Sample
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29409658
repUS12,tet(45),s__Staphylococcus aureus,SRR29409659
tnpA,APH(3')-IIIa,s__Enterococcus faecium,SRR29409659
tnpA,APH(3')-IIIa,s__Enterococcus faecium,SRR29409659
tnpA,ErmB,s__Enterococcus faecium,SRR29409659
tnpA,ErmB,s__Enterococcus faecium,SRR29409659
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,SRR29409659
qacEdelta,qacJ,s__Citrobacter portucalensis,SRR29409659
intI1,AAC(6')-Ib-cr6,s__Escherichia coli,SRR29409659
qacEdelta,AAC(6')-Ib-cr6,s__Escherichia coli,SRR29409659
tnpA,AAC(6')-Ib-cr6,s__Escherichia coli,SRR29409659
intI1,aadA16,s__Escherichia coli,SRR29409659
qacEdelta,aadA16,s__Escherichia coli,SRR29409659
tnpA,aadA16,s__Escherichia coli,SRR29409659
intI1,arr-3,s__Escherichia coli,SRR29409659
qacEdelta,arr-3,s__Escherichia coli,SRR29409659
tnpA,arr-3,s__Escherichia coli,SRR29409659
intI1,dfrA27,s__Escherichia coli,SRR29409659
qacEdelta,dfrA27,s__Escherichia coli,SRR29409659
tnpA,dfrA27,s__Escherichia coli,SRR29409659
tnpA,Mrx,s__unclassified Enterobacteriaceae species,SRR29409659
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29409659
tnpA,TEM-1,s__unclassified Enterobacterales species,SRR29409659
tnpA,TEM-1,s__unclassified Enterobacterales species,SRR29409659
IS91,APH(3')-IIa,s__Escherichia coli,SRR29409659
IncX1,APH(3')-IIa,s__Escherichia coli,SRR29409659
tnpA,APH(3')-IIa,s__Escherichia coli,SRR29409659
tnpAIS50-A,APH(3')-IIa,s__Escherichia coli,SRR29409659
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29409659
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29409659
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29409659
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29409659
rep7,catA8,s__Enterococcus faecium,SRR29409659
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,SRR29409659
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,SRR29409659
tnpA,tet(A),s__unclassified Enterobacterales species,SRR29409659
tnpA10,tet(B),s__Escherichia coli,SRR29409659
tnpA10,tet(R),s__Escherichia coli,SRR29409659
tnpA,APH(3')-IIIa,s__Enterococcus faecium,SRR29409660
tnpA,APH(3')-IIIa,s__Enterococcus faecium,SRR29409660
tnpA,ErmB,s__Enterococcus faecium,SRR29409660
tnpA,ErmB,s__Enterococcus faecium,SRR29409660
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,SRR29409660
rep7,catA8,s__Enterococcus faecium,SRR29409660
qacEdelta,AAC(6')-Ib-cr6,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,OXA-1,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,aadA16,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,arr-3,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,catB3,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,dfrA27,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,qacEdelta1,s__unclassified Bacteria species,SRR29409660
qacEdelta,sul1,s__unclassified Bacteria species,SRR29409660
tnpA,QnrS1,s__Klebsiella pneumoniae,SRR29409660
tnpA,QnrS1,s__Klebsiella pneumoniae,SRR29409660
tnpA,QnrS1,s__Klebsiella pneumoniae,SRR29409660
tnpA,QnrS1,s__Klebsiella pneumoniae,SRR29409660
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,SRR29409660
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,SRR29409660
tnpA,tet(A),s__unclassified Enterobacterales species,SRR29409660
repUS12,tet(45),s__Staphylococcus aureus,SRR29409660
tnpA,aadA2,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,dfrA12,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,SRR29409660
IS10,tet(B),s__Escherichia coli,SRR29409660
tnpA10,tet(B),s__Escherichia coli,SRR29409660
IS10,tet(R),s__Escherichia coli,SRR29409660
tnpA10,tet(R),s__Escherichia coli,SRR29409660
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29409660
tnpA,Mrx,s__unclassified Enterobacteriaceae species,SRR29409660
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29409660
qacEdelta,dfrA10,s__unclassified Gammaproteobacteria species,SRR29409660
IS91,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409660
tnpA,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409660
tnpA,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409660
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409660
IS10,tet(B),s__Escherichia coli,SRR29409661
tnpA10,tet(B),s__Escherichia coli,SRR29409661
IS10,tet(R),s__Escherichia coli,SRR29409661
tnpA10,tet(R),s__Escherichia coli,SRR29409661
tnpA,QnrS1,s__Klebsiella pneumoniae,SRR29409661
tnpA,QnrS1,s__Klebsiella pneumoniae,SRR29409661
tnpA,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409661
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409661
tnpA,TEM-1,s__unclassified Enterobacterales species,SRR29409661
tnpA,TEM-1,s__unclassified Enterobacterales species,SRR29409661
qacEdelta,qacJ,s__Citrobacter portucalensis,SRR29409661
tnpA,Mrx,s__unclassified Enterobacteriaceae species,SRR29409661
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29409661
Tn916,tet(45),s__Enterococcus faecalis,SRR29409662
Tn916,tet(45),s__Enterococcus faecalis,SRR29409662
Tn916,tet(45),s__Enterococcus faecalis,SRR29409662
Tn916,tet(M),s__Enterococcus faecalis,SRR29409662
Tn916,tet(M),s__Enterococcus faecalis,SRR29409662
Tn916,tet(M),s__Enterococcus faecalis,SRR29409662
Tn916,tet(M),s__Enterococcus faecalis,SRR29409662
IS91,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409662
tnpA,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409662
tnpA2,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409662
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29409662
tnpA,linG,s__Klebsiella pneumoniae,SRR29409662
tnpA,QnrS1,s__Enterobacter hormaechei,SRR29409662
tnpA,QnrS1,s__Enterobacter hormaechei,SRR29409662
tnpA,QnrS1,s__Enterobacter hormaechei,SRR29409662
tnpA,MCR-1.1,s__Klebsiella pneumoniae,SRR29409662
tnpA,Mrx,s__unclassified Enterobacteriaceae species,SRR29409662
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29409662
tnpA,APH(3'')-Ib,s__Enterobacter hormaechei,SRR29409662
tnpA,APH(3'')-Ib,s__Enterobacter hormaechei,SRR29409662
tnpA,APH(6)-Id,s__Enterobacter hormaechei,SRR29409662
tnpA,APH(6)-Id,s__Enterobacter hormaechei,SRR29409662
tnpA,sul2,s__Enterobacter hormaechei,SRR29409662
tnpA,tet(A),s__Enterobacter hormaechei,SRR29409662
tnpA,tet(A),s__Enterobacter hormaechei,SRR29409662
qacEdelta,qacEdelta1,s__unclassified Bacteria species,SRR29409662
qacEdelta,sul1,s__unclassified Bacteria species,SRR29409662
tnpA,sul3,s__Escherichia coli,SRR29409662
tnpA,sul3,s__Escherichia coli,SRR29409662
qacEdelta,aadA16,s__Escherichia coli,SRR29409662
qacEdelta,arr-3,s__Escherichia coli,SRR29409662
qacEdelta,dfrA27,s__Escherichia coli,SRR29409662
tnpA,CTX-M-55,s__Klebsiella pneumoniae,SRR29409662
tnpA,CTX-M-55,s__Klebsiella pneumoniae,SRR29409662
tnpA,CTX-M-55,s__Klebsiella pneumoniae,SRR29409662
tnpA,CTX-M-55,s__Klebsiella pneumoniae,SRR29409662
tnpA,TEM-1,s__Klebsiella pneumoniae,SRR29409662
tnpA,TEM-1,s__Klebsiella pneumoniae,SRR29409662
tnpA,TEM-1,s__Klebsiella pneumoniae,SRR29409662
tnpA,TEM-1,s__Klebsiella pneumoniae,SRR29409662
tnpA,TEM-1,s__Klebsiella pneumoniae,SRR29409662
Tn916,tet(M),s__Enterococcus faecium,SRR29429232
Tn916,tet(M),s__Enterococcus faecium,SRR29429232
Tn916,tet(M),s__Enterococcus faecium,SRR29429232
Tn916,tet(M),s__Enterococcus faecium,SRR29429232
Tn916,tet(M),s__Enterococcus faecium,SRR29429232
qacEdelta,qacL,s__Escherichia coli,SRR29429232
tnpA,TEM-1,s__Escherichia coli,SRR29429232
tnpA,TEM-1,s__Escherichia coli,SRR29429232
qacEdelta,qacEdelta1,s__unclassified Bacteria species,SRR29429232
Tn916,dfrF,s__Enterococcus saigonensis,SRR29429232
tnpA,fexA,s__Enterococcus faecium,SRR29429232
tnpA,ErmB,s__Streptococcus agalactiae,SRR29429232
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SRR29429232
Tn916,tet(45),s__Enterococcus cecorum,SRR29429233
Tn916,tet(45),s__Enterococcus cecorum,SRR29429233
Tn916,tet(45),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,tet(M),s__Enterococcus cecorum,SRR29429233
Tn916,FosXCC,s__Enterococcus saigonensis,SRR29429233
Tn916,dfrF,s__Enterococcus saigonensis,SRR29429233
tnpA,fexB,s__Enterococcus cecorum,SRR29429233
Tn916,tet(45),s__Enterococcus faecium,SRR29429234
Tn916,tet(45),s__Enterococcus faecium,SRR29429234
Tn916,tet(45),s__Enterococcus faecium,SRR29429234
Tn916,tet(M),s__Enterococcus faecium,SRR29429234
Tn916,tet(M),s__Enterococcus faecium,SRR29429234
Tn916,tet(M),s__Enterococcus faecium,SRR29429234
Tn916,FosXCC,s__Clostridioides difficile,SRR29429234
Tn916,dfrF,s__Clostridioides difficile,SRR29429234
Tn916,tet(M),s__Enterococcus faecium,SRR29429235
Tn916,tet(M),s__Enterococcus faecium,SRR29429235
Tn916,tet(M),s__Enterococcus faecium,SRR29429235
Tn916,tet(M),s__Enterococcus faecium,SRR29429235
Tn916,tet(M),s__Enterococcus faecium,SRR29429235
Tn916,tet(M),s__Enterococcus faecium,SRR29429235
Tn916,FosXCC,s__Enterococcus saigonensis,SRR29429235
Tn916,dfrF,s__Enterococcus saigonensis,SRR29429235
qacEdelta,qacEdelta1,s__unclassified Bacteria species,SRR29429237
IS91,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429239
IS91,sul2,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,sul2,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,sul2,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,sul2,s__unclassified Enterobacteriaceae species,SRR29429239
IS91,tet(A),s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,ErmB,s__Staphylococcus aureus,SRR29429239
tnpA,FosB3,s__Enterococcus gallinarum,SRR29429239
IS91,qacEdelta1,s__Citrobacter werkmanii,SRR29429239
qacEdelta,qacEdelta1,s__Citrobacter werkmanii,SRR29429239
IS91,sul1,s__Citrobacter werkmanii,SRR29429239
qacEdelta,sul1,s__Citrobacter werkmanii,SRR29429239
tnpA,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29429239
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29429239
IS26,adeF,s__unclassified Enterobacteriaceae species,SRR29429239
IS26,oqxA,s__unclassified Enterobacteriaceae species,SRR29429239
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429240
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429240
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429240
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429240
tnpA,FosA3,s__unclassified Gammaproteobacteria species,SRR29429240
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,SRR29429240
IS91,AAC(6')-Ib-cr6,s__unclassified Enterobacteriaceae species,SRR29429240
IS91,OXA-1,s__unclassified Enterobacteriaceae species,SRR29429240
IS91,catB3,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429240
qacEdelta,qacJ,s__unclassified Bacteria species,SRR29429240
qacEdelta,catII from Escherichia coli K-12,s__Citrobacter freundii,SRR29429240
tnpA,mphE,s__Klebsiella pneumoniae,SRR29429240
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,SRR29429240
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,SRR29429240
intI1,dfrA14,s__Escherichia coli,SRR29429240
tnpA,dfrA14,s__Escherichia coli,SRR29429240
tnpA,dfrA14,s__Escherichia coli,SRR29429240
intI1,ANT(2'')-Ia,s__Salmonella sp.,SRR29429241
qacEdelta,ANT(2'')-Ia,s__Salmonella sp.,SRR29429241
tnpA,ANT(2'')-Ia,s__Salmonella sp.,SRR29429241
intI1,qacJ,s__Salmonella sp.,SRR29429241
qacEdelta,qacJ,s__Salmonella sp.,SRR29429241
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429241
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429241
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429241
tnpA,fexA,s__Enterococcus faecium,SRR29429241
tnpA,tet(O),s__Enterococcus faecium,SRR29429241
Tn916,nimJ,s__unclassified Blautia species,SRR29429241
Tn916,tet(45),s__Staphylococcus aureus,SRR29429241
Tn916,tet(45),s__Staphylococcus aureus,SRR29429241
Tn916,tet(45),s__Staphylococcus aureus,SRR29429241
Tn916,tet(M),s__Staphylococcus aureus,SRR29429241
Tn916,tet(M),s__Staphylococcus aureus,SRR29429241
Tn916,tet(M),s__Staphylococcus aureus,SRR29429241
Tn916,tet(M),s__Staphylococcus aureus,SRR29429241
tnpA,qacG,s__Streptococcus alactolyticus,SRR29429241
tnpA,AAC(3)-IVa,s__Acinetobacter baumannii,SRR29429241
tnpA,AAC(3)-IVa,s__Acinetobacter baumannii,SRR29429241
tnpA,APH(4)-Ia,s__Acinetobacter baumannii,SRR29429241
tnpA,APH(4)-Ia,s__Acinetobacter baumannii,SRR29429241
tnpA,APH(4)-Ia,s__Acinetobacter baumannii,SRR29429241
tnpA,mphE,s__Klebsiella pneumoniae,SRR29429241
tnpAcp1,mphE,s__Klebsiella pneumoniae,SRR29429241
ISCR-orf513,sul1,s__unclassified Gammaproteobacteria species,SRR29429242
tnpAcp1,sul1,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,CTX-M-55,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,CTX-M-55,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,tet(A),s__unclassified Bacteria species,SRR29429242
qacEdelta,catII from Escherichia coli K-12,s__Citrobacter freundii,SRR29429242
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429242
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429242
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429242
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429242
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,SRR29429242
intI1,dfrA14,s__Escherichia coli,SRR29429242
tnpA,dfrA14,s__Escherichia coli,SRR29429242
IS91,APH(6)-Id,s__unclassified Bacteria species,SRR29429243
tnpA,fexA,s__Enterococcus hirae,SRR29429243
Tn916,dfrF,s__Enterococcus saigonensis,SRR29429243
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429243
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429243
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429243
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
Tn916,tet(M),s__Enterococcus cecorum,SRR29429243
repUS12,tet(45),s__Staphylococcus aureus,SRR29429243
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429244
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429244
Tn916,dfrF,s__Clostridium sp. C1,SRR29429244
tnpA,APH(6)-Id,s__unclassified Bacteria species,SRR29429244
Tn916,tet(M),s__Clostridioides difficile,SRR29429244
Tn916,tet(M),s__Clostridioides difficile,SRR29429244
Tn916,tet(M),s__Clostridioides difficile,SRR29429244
Tn916,tet(M),s__Clostridioides difficile,SRR29429244
Tn916,tet(M),s__Clostridioides difficile,SRR29429244
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SRR29429244
qacEdelta,sul1,s__unclassified Bacteria species,SRR29429244
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429244
tnpA,TEM-1,s__Enterobacter asburiae,SRR29429244
tnpA,APH(3')-Ia,s__unclassified Pseudomonadota species,SRR29429244
tnpA,fexA,s__Enterococcus hirae,SRR29429244
qacEdelta,aadA16,s__unclassified Pseudomonadota species,SRR29429244
tnpA,QnrS1,s__unclassified Enterobacterales species,SRR29429244
tnpA,mphE,s__Klebsiella pneumoniae,SRR29429244
tnpA,QnrS1,s__unclassified Gammaproteobacteria species,SRR29429245
tnpAIS50-A,APH(3')-IIa,s__unclassified Enterobacteriaceae species,SRR29429245
tnpA,fexB,s__Enterococcus avium,SRR29429245
tnpA,FosB3,s__Enterococcus gallinarum,SRR29429245
tnpA,adeF,s__Klebsiella pneumoniae,SRR29429245
tnpA,oqxA,s__Klebsiella pneumoniae,SRR29429245
tnpA,EreA,s__unclassified Gammaproteobacteria species,SRR29429245
tnpA,ANT(9)-Ia,s__Enterococcus faecalis,SRR29429245
tnpA,ErmA,s__Enterococcus faecalis,SRR29429245
qacEdelta,aadA16,s__unclassified Bacteria species,SRR29429245
qacEdelta,dfrA27,s__unclassified Bacteria species,SRR29429245
qacEdelta,qacJ,s__unclassified Bacteria species,SRR29429245
IS91,APH(3'')-Ib,s__unclassified Enterobacteriaceae species,SRR29429245
tnpA,APH(3'')-Ib,s__unclassified Enterobacteriaceae species,SRR29429245
IS91,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429245
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429245
IS91,sul2,s__unclassified Enterobacteriaceae species,SRR29429245
tnpA,sul2,s__unclassified Enterobacteriaceae species,SRR29429245
IS91,tet(A),s__unclassified Enterobacteriaceae species,SRR29429245
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SRR29429245
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429245
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429245
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429245
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429245
IS10,tet(B),s__Escherichia coli,SRR29429245
IS10,tet(R),s__Escherichia coli,SRR29429245
IS10,tet(B),s__Escherichia coli,SRR29429246
IS10,tet(R),s__Escherichia coli,SRR29429246
tnpA,adeF,s__Klebsiella pneumoniae,SRR29429246
tnpA,oqxA,s__Klebsiella pneumoniae,SRR29429246
IS91,APH(3'')-Ib,s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,APH(3'')-Ib,s__unclassified Enterobacteriaceae species,SRR29429246
IS91,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,SRR29429246
IS91,sul2,s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,sul2,s__unclassified Enterobacteriaceae species,SRR29429246
IS91,tet(A),s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,tet(A),s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429246
tnpA,AAC(3)-IVa,s__unclassified Gammaproteobacteria species,SRR29429246
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429246
tnpA,APH(4)-Ia,s__unclassified Gammaproteobacteria species,SRR29429246
IS91,APH(3')-IIa,s__Escherichia coli,SRR29429246
IncX1,APH(3')-IIa,s__Escherichia coli,SRR29429246
tnpA,APH(3')-IIa,s__Escherichia coli,SRR29429246
tnpAIS50-A,APH(3')-IIa,s__Escherichia coli,SRR29429246
tnpA,TEM-1,s__Klebsiella pneumoniae,SRR29429246
tnpA,ANT(9)-Ia,s__Enterococcus faecalis,SRR29429246
tnpA,ErmA,s__Enterococcus faecalis,SRR29429246
tnpA,FosB3,s__Enterococcus gallinarum,SRR29429246
tnpA,Mrx,s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29429246
tnpA,fexB,s__Enterococcus avium,SRR29429246
tnpA,fexA,s__Enterococcus faecium,SRR29429269
tnpA,APH(3')-Ia,s__unclassified Enterobacteriaceae species,SRR29429270
tnpA,Mrx,s__unclassified Enterobacteriaceae species,SRR29429270
tnpA,mphA,s__unclassified Enterobacteriaceae species,SRR29429270
Tn916,tet(S),s__Enterococcus faecalis,SRR29429270
rep21,lnuA,s__Staphylococcus saprophyticus,SRR29429270
Tn916,tet(45),s__Enterococcus cecorum,SRR29429270
Tn916,tet(45),s__Enterococcus cecorum,SRR29429270
Tn916,tet(45),s__Enterococcus cecorum,SRR29429270
Tn916,tet(M),s__Enterococcus cecorum,SRR29429270
Tn916,tet(M),s__Enterococcus cecorum,SRR29429270
Tn916,tet(M),s__Enterococcus cecorum,SRR29429270
Tn916,tet(M),s__Enterococcus cecorum,SRR29429270
